"Date","Commits","Messages"
"2010-12-28","3","[11:16 PM]: updating order. [11:16 PM]: added new word template. [06:59 PM]: added new orders."
"2010-12-27","3","[05:33 PM]: added new orders. [01:53 PM]: added new orders. [09:33 AM]: added new orders."
"2010-12-10","3","[10:39 PM]: update order. [10:31 PM]: added new template. [11:55 AM]: updated muslim calendar 1432"
"2010-12-09","2","[06:25 PM]: added new order. [02:14 AM]: added new template."
"2010-12-08","1","[11:54 PM]: added new order."
"2010-12-07","2","[12:22 AM]: added hamid orders. [12:18 AM]: added new orders.added secondary death person in schema."
"2010-12-06","1","[11:12 AM]: updated order."
"2010-12-04","2","[05:59 PM]: added new template (can preview). [03:22 PM]: aligned alfatihah to center for hamid male sticker template.updated order list."
"2010-12-02","1","[03:57 PM]: added invoice control into schema.added customer statement controlled by month and customer (currently ADI is ready)."
"2010-12-01","3","[10:54 PM]: updated order. [03:08 PM]: corrected hamid stylesheet display logic. [02:47 PM]: added new order."
"2010-11-27","4","[08:21 PM]: update order. [08:21 PM]: added new template with inkscape compatible. [03:43 PM]: add new template. [03:43 PM]: updated order."
"2010-11-26","3","[11:39 PM]: update order and added azmi template. [09:51 PM]: update order and add version control for binary too. [06:00 PM]: add new order."
"2010-11-24","2","[08:33 PM]: updated order. [10:27 AM]: updated order list.replaced hamid style sheet, only require 1 copy. subversion will handle versioning.updated pending list agenda."
"2010-11-23","4","[06:58 PM]: added new statement stylesheet for hamid. [03:51 PM]: update order. [03:49 PM]: update order. [10:57 AM]: updated order list."
"2010-11-22","3","[11:23 PM]: updated order. [11:23 PM]: added new templates. [11:13 AM]: update order."
"2010-11-20","1","[01:19 PM]: added new orders."
"2010-11-17","3","[11:47 AM]: added new orders. [11:44 AM]: updated tile quantity. [11:43 AM]: added new orders."
"2010-11-05","2","[01:21 PM]: added new orders. [01:19 PM]: added new template."
"2010-11-03","1","[05:47 PM]: add new word templates."
"2010-10-31","1","[09:24 AM]: added new template."
"2010-10-26","4","[06:01 PM]: added new orders. [10:54 AM]: added new order.take account PV tile into stock available. [10:28 AM]: added new templates. [10:24 AM]: - touch up hamid statement.- update nisan orders- change tile template rumi font to Arial to prevent small hole disappear during sandblasting process."
"2010-10-24","3","[11:34 PM]: update orders. [10:46 AM]: update orders. [10:23 AM]: add some new template."
"2010-10-23","4","[01:14 PM]: update orders. [12:52 PM]: add some new template. [11:35 AM]: add some new template. [09:48 AM]: added new order."
"2010-10-16","1","[01:13 PM]: added new order."
"2010-10-12","1","[11:18 AM]: added new order."
"2010-10-09","2","[11:59 PM]: add some new template. [10:59 PM]: add some new template."
"2010-10-07","2","[11:42 PM]: add some new template. [12:23 AM]: update orders."
"2010-10-04","1","[01:56 PM]: workaround for issue# 42: out of index which only maintain year in death value."
"2010-10-03","4","[11:18 PM]: added new template.update order. [11:16 PM]: added new template again. [07:02 PM]: added new template again. [06:42 PM]: added new template again."
"2010-09-30","3","[11:14 PM]: add new template. [03:38 PM]: format hexadecimal value into unicode value in format 'U+042D'. [02:38 PM]: design layout for character map, but still tangling with memory issue and much more."
"2010-09-29","7","[08:23 PM]: start work on character map display. [06:43 PM]: (Closes issue #41) : Open template file directly from interface.added CharacterMap viewer. [05:55 PM]: added character template. [05:54 PM]: update class diagram for JawiWPF. [05:33 PM]: added new word templates again. [05:20 PM]: updated parcel no.show jawi as well in pending list if has. [05:11 PM]: (Closes issue #37) : Highlight unmatch name."
"2010-09-28","9","[09:00 PM]: removed some redundant and not nice template. [08:33 PM]: (Fixes issue #34) : Exported svg file color not match [08:19 PM]: alphabet should in character or khot folder. [08:19 PM]: added the rest of punctuation i maintain before. [08:00 PM]: added new template again. [07:51 PM]: start added character template collection. [07:50 PM]: correct alignment center for nisan template 2'.update hamid css.update order. [06:52 PM]: (Fixes issue #36) : Cant use enter to search.show found number during search as well. [06:44 PM]: add new template and misc update to existing file."
"2010-09-27","14","[11:33 PM]: added new order. [11:23 PM]: removed margin so that have bigger working area. [11:01 PM]: added new template again.merge chek into chik. both are refer to a same arabic. [06:08 PM]: missing file. [06:08 PM]: fail to remain background when color palette toggle. [05:50 PM]: added about message box to application. [05:27 PM]: still fail to align bottom for the calligraphy added, have a workaround here. [03:15 PM]: house keeping. [03:00 PM]: fixed issue #31: Add color palete, added ColorViewModel.moved some properties and method to base class.added ColorCollection.rename WordSpace -> WordCollection, PunctuationSpace -> PunctuationCollection.Added CharacterCollection.encapsulated PathViewModel derived from GraphicViewModel. [01:18 PM]: added container for color palette. but not really start code yet. [11:52 AM]: (Closes issue #3) : Show ruler in drawing workspace.created and fixed some unit tests too.handled generating year value only in both born and death entry. [10:10 AM]: added separator at statusbar. [10:04 AM]: renamed alef to a only. [09:28 AM]: tally up stock available."
"2010-09-26","5","[10:11 PM]: add new orders. [03:06 PM]: if pass in empty string just no do searching or filtering. [02:00 PM]: encapsulated workspace and only the derived class have certain public function.allow search on multiple name in a same time.allow search exactly on punctuation.added groupbox for each punctuation and word library in GUI. [01:31 PM]: update order. [12:37 PM]: corrected template position and size."
"2010-09-25","2","[07:28 PM]: added new word template again. [01:45 PM]: completed search feature.added reload library button."
"2010-09-24","2","[07:36 PM]: (Closes issue #13) : Design appearance for a template character going to bind into screen. [09:49 AM]: update order and print hamid statement."
"2010-09-23","4","[11:01 PM]: added new template again. [10:52 PM]: bigger 'tahun' in sticker male template.align altifah to center of frame.adjust ahmad template into correct ratio.update order. [02:13 PM]: bigger the character of 'TAHUN' for sticker female template. [02:09 PM]: update order."
"2010-09-22","6","[10:12 PM]: added new template again. [06:17 PM]: (Closes issue #10) : PathViewModel class.completed Workspace select logic which always ensure only select one path all the time. Now can start GUI implementation. [02:17 PM]: added new order.excluded sold to ADDIN marble in stock available calculation because those items is responsive by head quarter. [12:40 AM]: added IsChecked flag to PathViewModel to control all the while only allow one Path is selected and the rest is toggle off. [12:34 AM]: add some word template. [12:06 AM]: (Fixes issue #6) : rokiah.svg corrupted. Added a missing character 'r' for it."
"2010-09-21","7","[10:49 PM]: corrected the stock available figure. [07:28 PM]: add PathViewModel and the workspace controller, as well as the class diagram for better illustration.add remark for nisanPurchase class. [02:53 PM]: (Closes issue #2) : List stock balanceAdd remarks for purchase object. [11:54 AM]: add stock available in xsl logic. Now from nisan.xml we can know the stock available all the time liao. hehe.. [11:47 AM]: added back purchasing data for nisan. [10:59 AM]: add new order. [10:58 AM]: updated sukun template to correct size ratio."
"2010-09-20","1","[09:54 AM]: added new word template."
"2010-09-19","3","[10:37 AM]: closed issue #11: create status bar at bottom. [09:47 AM]: added some word template again. [08:33 AM]: adjust zulhijjah month position."
"2010-09-18","19","[11:12 PM]: sukun suppose in khot folder but not here. [11:12 PM]: added second sukun. [11:11 PM]: added new word template. [10:57 PM]: add some word template. [06:37 PM]: added born date for baby sample. [06:20 PM]: update newly created sample especially bigger & baby size. [06:17 PM]: added baby size for mosaic too. This is for Addin Marble use. [06:07 PM]: added 1.5' sample too by scale 0.9 x 0.9. [06:03 PM]: cloned 2.5' sticker samples by scale 1.1 x 1.1. [05:56 PM]: complted some more template for male & female sample. [05:20 PM]: slim up PV egg template. [05:15 PM]: added PV egg template. [03:55 PM]: added new word template again. [02:51 PM]: removed redundant code in ahmad template. [09:43 AM]: added abdullah. [09:42 AM]: added new library template again. [07:57 AM]: added some jawi writing. [12:19 AM]: updated config file as well due to library file name changed. [12:02 AM]: continue renamed file to [size][sex].svg format."
"2010-09-17","9","[11:52 PM]: renamed to format XXXX_[15/20/25][L/P] format to handle different nisan size which are 1.5', 2' & 2.5'. [11:36 PM]: adjust muslim month position for all sticker templates. [10:59 PM]: added sticker template for born date and mark it as red color. [04:08 PM]: add WordScales for calculate most common name under jawiname folder. Came out a summary spreadsheet for the result https://spreadsheets.google.com/ccc?key=0Aq0kmppfSN8KdFNPbjB3RV80d0laNS1aVUF3NnlKYkE&hl=en#gid=0 [03:56 PM]: move unit test to HLGranite.Jawi.Test [03:55 PM]: corrected mohd template. [03:49 PM]: added alef into khots folder too but rename as 'a'. [03:46 PM]: rename meem_high to meem_above. [02:36 PM]: move business logic into separate library project instead of mess up all together GUI."
"2010-09-16","8","[11:04 PM]: added tolerance for age & born template. But this still need to monitoring. [10:49 PM]: crated new order.added nisan male template for got born date and show age. [10:11 PM]: added dot, 2dots, and 3dots khot. [10:04 PM]: split base word and decorated 2 type now. But not sure this is a good idea or not. [08:18 PM]: loaded khot and word as base character on screen. [05:54 PM]: added new word template. [02:46 PM]: add order.moved some template into khots and words folder. [01:18 PM]: added a function for merge save as output.svg into original template file."
"2010-09-15","3","[07:06 PM]: handled delete key for remove selected path in workspace. [06:28 PM]: fixed guideline stretch to window width.exported svg file WYSWYG according to edit mode. [06:08 PM]: moved if test condition to match template header for xslt."
"2010-09-14","9","[10:53 PM]: successful choose a path in workspace and move it by pixel. [07:12 PM]: removed unuse Coordinate class anymore. [07:08 PM]: completed simple logic convert xaml (with position) to desired svg. Hooray :p [06:12 PM]: added guideline and get rid of wrap panel then replace by margin. [03:49 PM]: introduced transform="translate(x,y)" [03:39 PM]: changed to line by line writing method after introduced svg transform=translate(x,y) [02:08 PM]: handled nisan female template month tolerance position. [01:44 PM]: removed jawi character from nisan and sticker template.added new order. [01:30 PM]: correct female nisan template."
"2010-09-13","1","[09:04 PM]: handled file not exist during lookup a nisan template svg."
"2010-09-10","6","[07:11 PM]: rename workSpace as the target panel. [04:34 PM]: added SaveAs code. But fail on export into correct position is use WrapPanel. [03:10 PM]: added some punctuation bottom. [02:28 PM]: try pint success. [02:20 PM]: first try on retrieve data from svg template and display into xaml. [01:15 PM]: added some basic khot characters into svg template library."
"2010-09-08","5","[06:14 PM]: dropped project for this HLGranite solution. [05:47 PM]: move xml and xslt to here. [05:46 PM]: move xml to \Samples folder. No longer exist at JawiWeb folder. [05:26 PM]: fixed the center alignment positioning for mustlim month rabiulawal. [05:20 PM]: resized muslim month template - rabiulawal."
"2010-09-07","17","[06:25 PM]: commit real app config. [06:23 PM]: simplified console output.added JawiPath project. [06:07 PM]: capitalized sticker item. [06:03 PM]: added age handle template as well as tolerance coordinate for Y-axis. [05:35 PM]: added default male template for sticker only. [05:34 PM]: renamed to got 'age' template. [04:49 PM]: renamed to a shorten name by get rid of 'normal' keyword since do not maintain too much template currently. [04:42 PM]: dedicated coordinate for each muslim month template. [03:41 PM]: make a compound for muslim month - ramadhan so looks correct. [11:34 AM]: updated safar month coordinate in template. [11:11 AM]: added order. [11:01 AM]: code adjust due to template file changed. use "muslimMonthGlyph" instead of sharing "muslimMonth" with other to distinguish with mosaic and tomb design.added new order. [10:50 AM]: move id="muslimMonthGlyph" to same line with <svg> start element. [09:27 AM]: update order. [12:15 AM]: update order. [12:05 AM]: added hamid sticker template for a normal male with age provided. [12:00 AM]: adjust begin position for muslim months - rabiulakhir & syaaban."
"2010-09-06","13","[11:53 PM]: align to top left (1,5) for alignment consistency. [11:38 PM]: added the rest of muslim months template. [08:38 PM]: added SvgFileGenerator unit test project. [08:34 PM]: completed writing logic of nisan template in lookup correct month template file. [08:30 PM]: remove doctype in month template and also space in muslimdeath. [07:17 PM]: standardized the attribute in month template. [05:08 PM]: located correct coordinate for muslim month Apr - Rabiulakhir. [04:58 PM]: added muslim month March template. [04:50 PM]: changed SvgReader to NisanReader. It sounds more appropriate. [04:46 PM]: changed to relative location for deathmonth. so all the month template files must maintain relative to 0,0 coordinate now. [03:31 PM]: simplify nisan_normal male template. [03:28 PM]: simplify nisan_normal male template. [03:16 PM]: added templates for mosaic too."
"2010-09-05","2","[08:38 PM]: update order. [05:08 PM]: added syaaban month template."
"2010-09-04","5","[10:23 PM]: changed to Pascal naming in for nisan's item. [12:00 PM]: rename yahya bin che mat to nisan_normal_L is a male template.added a female template too. [11:34 AM]: fine tune.. [11:31 AM]: added JawiWPF project for jawi automation project. [11:29 AM]: added svg sample file for template customization."
"2010-09-03","2","[10:50 PM]: missing file. [10:12 PM]: added new orders."
"2010-08-30","2","[10:13 AM]: update delivery date [12:07 AM]: moved some codes into class and name it SvgReader so that looks more clean."
"2010-08-28","2","[07:52 PM]: added new orders. [05:56 PM]: added new orders."
"2010-08-27","1","[05:18 PM]: added new order and update customer stylesheet."
"2010-08-25","4","[07:08 PM]: added new order and create a xsl for exporting table use. [03:50 PM]: add useful reference for future enhancement use. [03:45 PM]: added SvgFileGenarator project which automate generating svg file based on template tile_arabic.svg and tile_andalus.svg. [03:44 PM]: added new order.and update nisan schema to generate class for SvgFileGenerator use."
"2010-08-22","1","[02:34 PM]: added new orders."
"2010-08-20","2","[10:32 PM]: added translate to uppercase and lowercase for xslt despite from what string value the source. This is useful by just input whatever value from sms/email directly. [10:24 PM]: added new orders."
"2010-08-18","1","[10:36 AM]: update order and hamid statement stylesheet."
"2010-08-16","1","[10:21 AM]: added new order."
"2010-08-09","1","[10:24 AM]: added new order."
"2010-08-04","1","[10:54 AM]: added add order."
"2010-08-02","1","[06:53 PM]: added add order."
"2010-07-27","1","[11:03 AM]: add order."
"2010-07-22","1","[11:03 AM]: add order."
"2010-07-17","1","[04:59 PM]: added order.removed duplicated jawiname. plan to remain most common name only, get rid of ambiguous spelling with the same jawi writing."
"2010-07-14","1","[11:40 PM]: update new order."
"2010-07-09","1","[02:05 PM]: add additional sorting for pending list view."
"2010-07-08","1","[11:59 PM]: added new orders."
"2010-06-12","1","[11:29 AM]: add order"
"2010-06-08","3","[06:01 PM]: added small piece of snippet code to convert decease's name into lower case. [05:38 PM]: update orders [05:28 PM]: update orders"
"2010-06-03","1","[10:54 AM]: update nisan order."
"2010-06-01","1","[06:11 PM]: update nisan order."
"2010-05-26","1","[10:03 AM]: update nisan order."
"2010-05-19","1","[07:59 PM]: update nisan order."
"2010-05-04","1","[06:17 PM]: update styling and nisan database."
"2010-02-27","1","[09:33 PM]: added nisan schema and bill.xsl"
"2010-02-25","3","[02:46 PM]: still unable to display today field in invoice. [01:50 PM]: get grand total correctly for customer invoice finally :) [10:12 AM]: add customer customized xsl to produce an simple one time delivery invoice."
"2010-02-23","3","[10:45 PM]: update jawiname collection. [04:57 PM]: included arabic index corresponding to roman alphabet. [03:52 PM]: fixed float on top index toolbar and wrap list horizontal in correct view."
"2010-02-22","2","[11:01 PM]: added sales page. [07:54 PM]: completed jawiname index page."
"2008-10-28","1","[06:07 PM]: First add into svn repo."
